coverage,delay,replicate,seed,base_deaths,scenario_deaths,mortality_reduction_pct
0.8,28.0,33,2026902033,809.0,350.0,56.736711990111246
0.8,28.0,34,2026902034,1169.0,481.0,58.85372112917023
0.8,28.0,35,2026902035,1204.0,505.0,58.056478405315616
0.8,28.0,36,2026902036,1290.0,534.0,58.604651162790695
0.8,28.0,37,2026902037,1398.0,573.0,59.012875536480685
0.8,28.0,38,2026902038,999.0000000000001,344.0,65.56556556556558
0.8,28.0,39,2026902039,797.0,359.0,54.956085319949814
0.8,28.0,40,2026902040,1082.0,429.00000000000006,60.35120147874307
0.8,28.0,41,2026902041,1058.0,428.0,59.54631379962193
0.8,28.0,42,2026902042,1091.0,460.0,57.83684692942255
0.8,28.0,43,2026902043,1073.0,421.0,60.76421248835042
0.8,28.0,44,2026902044,1148.0,455.0,60.36585365853659
0.8,28.0,45,2026902045,1077.0,444.00000000000006,58.77437325905292
0.8,28.0,46,2026902046,1117.0,439.0,60.69829901521934
0.8,28.0,47,2026902047,1052.0,400.99999999999994,61.88212927756654
0.8,28.0,48,2026902048,674.0,324.0,51.92878338278932
0.8,28.0,49,2026902049,1272.0,481.0,62.185534591194966
0.8,28.0,50,2026902050,1096.0,454.0,58.57664233576642
0.8,28.0,51,2026902051,1271.0,546.0,57.041699449252555
0.8,28.0,52,2026902052,1278.0,532.0,58.37245696400626
0.8,28.0,53,2026902053,1299.0,427.00000000000006,67.12856043110085
0.8,28.0,54,2026902054,661.0,307.0,53.55521936459909
0.8,28.0,55,2026902055,1323.0,526.0,60.24187452758881
0.8,28.0,56,2026902056,980.0,386.0,60.61224489795919
0.8,28.0,57,2026902057,927.0,417.99999999999994,54.908306364617054
0.8,28.0,58,2026902058,1086.0,413.0,61.97053406998158
0.8,28.0,59,2026902059,1241.0,438.0,64.70588235294117
0.8,28.0,60,2026902060,1023.0,392.0,61.681329423264906
0.8,28.0,61,2026902061,1277.0,555.0,56.53876272513704
0.8,28.0,62,2026902062,922.0000000000001,340.0,63.12364425162691
0.8,28.0,63,2026902063,892.0000000000001,415.0,53.475336322869964
0.8,28.0,64,2026902064,1475.0,604.0,59.05084745762712
0.8,28.0,65,2026902065,928.0,393.00000000000006,57.650862068965516
0.8,28.0,66,2026902066,1145.0,469.0,59.03930131004367
0.8,28.0,67,2026902067,1106.0,491.00000000000006,55.605786618444846
0.8,28.0,68,2026902068,1087.0,436.0,59.889604415823364
0.8,28.0,69,2026902069,745.0,298.0,60.0
0.8,28.0,70,2026902070,1231.0,532.0,56.78310316815597
0.8,28.0,71,2026902071,1443.0,581.0,59.73665973665974
0.8,28.0,72,2026902072,1249.0,530.0,57.56605284227382
0.8,28.0,73,2026902073,1253.0,493.00000000000006,60.65442936951317
0.8,28.0,74,2026902074,1067.0,466.0,56.326148078725396
0.8,28.0,75,2026902075,1025.0,405.0,60.48780487804878
0.8,28.0,76,2026902076,935.0000000000001,415.99999999999994,55.508021390374346
0.8,28.0,77,2026902077,1207.0,481.0,60.149130074565036
0.8,28.0,78,2026902078,1490.0,534.0,64.16107382550335
0.8,28.0,79,2026902079,1414.0,576.0,59.264497878359265
0.8,28.0,80,2026902080,1108.0,483.0,56.40794223826715
0.8,28.0,81,2026902081,1075.0,454.0,57.76744186046512
0.8,28.0,82,2026902082,915.0,400.0,56.28415300546448
0.8,28.0,83,2026902083,1447.0,588.0,59.36420179682101
0.8,28.0,84,2026902084,1183.0,388.0,67.20202874049028
0.8,28.0,85,2026902085,1356.0,489.0,63.93805309734513
0.8,28.0,86,2026902086,1180.0,457.0,61.271186440677965
0.8,28.0,87,2026902087,1007.0000000000001,393.00000000000006,60.97318768619662
0.8,28.0,88,2026902088,1342.0,521.0,61.177347242921016
0.8,28.0,89,2026902089,976.9999999999999,351.0,64.07369498464688
0.8,28.0,90,2026902090,875.0000000000001,329.0,62.400000000000006
0.8,28.0,91,2026902091,1183.0,488.0,58.74894336432798
0.8,28.0,92,2026902092,885.0,355.0,59.887005649717516
0.8,28.0,93,2026902093,679.0,261.0,61.56111929307806
0.8,28.0,94,2026902094,861.0,364.0,57.72357723577236
0.8,28.0,95,2026902095,1352.0,483.0,64.27514792899409
0.8,28.0,96,2026902096,1000.0,428.0,57.2
0.8,28.0,97,2026902097,1235.0,578.0,53.19838056680162
